battle_id,league_id,team_a_id,team_b_id,start_time,winrate_diff,gold_diff,tower_diff,big_dragon_diff,tyrant_diff,kda_diff_30d,kda_diff_all,winrate_diff_all,games_diff,top_kda_diff,top_mvp_diff,jungle_kda_diff,jungle_mvp_diff,mid_kda_diff,mid_mvp_diff,adc_kda_diff,adc_mvp_diff,support_kda_diff,support_mvp_diff,label
48251408_45_1750662604,20250002,10101,10903,2025-06-23 14:00:00,-0.02941176470588236,-948.9747899159702,-0.03361344537815114,-0.04201680672268904,-1.0378151260504203,-2.2018718487394944,-2.2018718487394944,-0.02941176470588236,3,-0.16722689075630282,-0.46596638655462197,-0.7042016806722691,0.38529411764705834,-0.7798319327731096,-0.7277310924369731,-0.19369747899159595,-0.009663865546217565,-0.363865546218487,-0.2768907563025209,1
48251408_46_1750669277,20250002,10018,10002,2025-06-23 17:00:00,0.020833333333333315,5858.945833333331,-0.03750000000000009,-0.16666666666666669,0.6083333333333334,-1.5474241666666675,-1.5474241666666675,0.020833333333333315,-1,0.8787499999999999,0.6524999999999999,0.1625641025641027,-0.5805128205128209,-0.8225000000000002,0.23041666666666671,0.6025,0.004999999999999005,-0.42769230769230715,0.5241025641025612,0
48251408_47_1750671262,20250002,10018,10002,2025-06-23 17:00:00,0.020833333333333315,5858.945833333331,-0.03750000000000009,-0.16666666666666669,0.6083333333333334,-1.5474241666666675,-1.5474241666666675,0.020833333333333315,-1,0.8787499999999999,0.6524999999999999,0.1625641025641027,-0.5805128205128209,-0.8225000000000002,0.23041666666666671,0.6025,0.004999999999999005,-0.42769230769230715,0.5241025641025612,0
48251408_48_1750673731,20250002,10018,10002,2025-06-23 17:00:00,0.020833333333333315,5858.945833333331,-0.03750000000000009,-0.16666666666666669,0.6083333333333334,-1.5474241666666675,-1.5474241666666675,0.020833333333333315,-1,0.8787499999999999,0.6524999999999999,0.1625641025641027,-0.5805128205128209,-0.8225000000000002,0.23041666666666671,0.6025,0.004999999999999005,-0.42769230769230715,0.5241025641025612,0
48251408_49_1750680025,20250002,10016,10005,2025-06-23 20:00:00,0.050000000000000044,1163.387499999997,1.0458333333333334,-0.0708333333333333,-0.5041666666666667,5.4946670833333355,5.4946670833333355,0.050000000000000044,-1,1.333333333333333,1.2629166666666665,1.364583333333333,1.0162499999999994,0.13750000000000018,-0.34750000000000103,0.04166666666666696,0.08625000000000149,2.2,2.4129166666666677,1
48251408_50_1750682750,20250002,10016,10005,2025-06-23 20:00:00,0.050000000000000044,1163.387499999997,1.0458333333333334,-0.0708333333333333,-0.5041666666666667,5.4946670833333355,5.4946670833333355,0.050000000000000044,-1,1.333333333333333,1.2629166666666665,1.364583333333333,1.0162499999999994,0.13750000000000018,-0.34750000000000103,0.04166666666666696,0.08625000000000149,2.2,2.4129166666666677,1
48251408_51_1750684624,20250002,10016,10005,2025-06-23 20:00:00,0.050000000000000044,1163.387499999997,1.0458333333333334,-0.0708333333333333,-0.5041666666666667,5.4946670833333355,5.4946670833333355,0.050000000000000044,-1,1.333333333333333,1.2629166666666665,1.364583333333333,1.0162499999999994,0.13750000000000018,-0.34750000000000103,0.04166666666666696,0.08625000000000149,2.2,2.4129166666666677,0
48251408_52_1750687267,20250002,10016,10005,2025-06-23 20:00:00,0.050000000000000044,1163.387499999997,1.0458333333333334,-0.0708333333333333,-0.5041666666666667,5.4946670833333355,5.4946670833333355,0.050000000000000044,-1,1.333333333333333,1.2629166666666665,1.364583333333333,1.0162499999999994,0.13750000000000018,-0.34750000000000103,0.04166666666666696,0.08625000000000149,2.2,2.4129166666666677,0
48251408_53_1750689281,20250002,10016,10005,2025-06-23 20:00:00,0.050000000000000044,1163.387499999997,1.0458333333333334,-0.0708333333333333,-0.5041666666666667,5.4946670833333355,5.4946670833333355,0.050000000000000044,-1,1.333333333333333,1.2629166666666665,1.364583333333333,1.0162499999999994,0.13750000000000018,-0.34750000000000103,0.04166666666666696,0.08625000000000149,2.2,2.4129166666666677,1
48251408_4_1751004090,20250002,10010,10018,2025-06-27 14:00:00,-0.11111111111111113,-2982.6111111111168,-0.38888888888888884,0.05555555555555558,-0.6111111111111109,-1.438855555555556,-1.438855555555556,-0.11111111111111113,0,-0.3538461538461537,-0.839316239316239,-0.30555555555555625,-0.37777777777777644,-0.4499999999999995,-1.1166666666666671,-1.3500000000000005,-0.2666666666666675,-0.1944444444444442,-0.7111111111111121,0
48251408_5_1751005927,20250002,10010,10018,2025-06-27 14:00:00,-0.11111111111111113,-2982.6111111111168,-0.38888888888888884,0.05555555555555558,-0.6111111111111109,-1.438855555555556,-1.438855555555556,-0.11111111111111113,0,-0.3538461538461537,-0.839316239316239,-0.30555555555555625,-0.37777777777777644,-0.4499999999999995,-1.1166666666666671,-1.3500000000000005,-0.2666666666666675,-0.1944444444444442,-0.7111111111111121,0
48251408_6_1751007635,20250002,10010,10018,2025-06-27 14:00:00,-0.11111111111111113,-2982.6111111111168,-0.38888888888888884,0.05555555555555558,-0.6111111111111109,-1.438855555555556,-1.438855555555556,-0.11111111111111113,0,-0.3538461538461537,-0.839316239316239,-0.30555555555555625,-0.37777777777777644,-0.4499999999999995,-1.1166666666666671,-1.3500000000000005,-0.2666666666666675,-0.1944444444444442,-0.7111111111111121,1
48251408_7_1751009739,20250002,10010,10018,2025-06-27 14:00:00,-0.11111111111111113,-2982.6111111111168,-0.38888888888888884,0.05555555555555558,-0.6111111111111109,-1.438855555555556,-1.438855555555556,-0.11111111111111113,0,-0.3538461538461537,-0.839316239316239,-0.30555555555555625,-0.37777777777777644,-0.4499999999999995,-1.1166666666666671,-1.3500000000000005,-0.2666666666666675,-0.1944444444444442,-0.7111111111111121,1
48251408_8_1751011522,20250002,10010,10018,2025-06-27 14:00:00,-0.11111111111111113,-2982.6111111111168,-0.38888888888888884,0.05555555555555558,-0.6111111111111109,-1.438855555555556,-1.438855555555556,-0.11111111111111113,0,-0.3538461538461537,-0.839316239316239,-0.30555555555555625,-0.37777777777777644,-0.4499999999999995,-1.1166666666666671,-1.3500000000000005,-0.2666666666666675,-0.1944444444444442,-0.7111111111111121,0
48251408_9_1751017016,20250002,10017,10101,2025-06-27 17:00:00,0.11666666666666659,-2058.6277777777796,0.833333333333333,0.07222222222222219,0.8666666666666665,4.459087222222221,4.459087222222221,0.11666666666666659,-2,0.20722222222222264,0.5694444444444455,-0.19666666666666677,-0.3772222222222217,1.915,1.5950000000000006,0.2916666666666661,0.3194444444444464,-0.16499999999999915,0.33000000000000007,1
48251408_10_1751018987,20250002,10017,10101,2025-06-27 17:00:00,0.11666666666666659,-2058.6277777777796,0.833333333333333,0.07222222222222219,0.8666666666666665,4.459087222222221,4.459087222222221,0.11666666666666659,-2,0.20722222222222264,0.5694444444444455,-0.19666666666666677,-0.3772222222222217,1.915,1.5950000000000006,0.2916666666666661,0.3194444444444464,-0.16499999999999915,0.33000000000000007,1
48251408_11_1751021393,20250002,10017,10101,2025-06-27 17:00:00,0.11666666666666659,-2058.6277777777796,0.833333333333333,0.07222222222222219,0.8666666666666665,4.459087222222221,4.459087222222221,0.11666666666666659,-2,0.20722222222222264,0.5694444444444455,-0.19666666666666677,-0.3772222222222217,1.915,1.5950000000000006,0.2916666666666661,0.3194444444444464,-0.16499999999999915,0.33000000000000007,0
48251408_12_1751023598,20250002,10017,10101,2025-06-27 17:00:00,0.11666666666666659,-2058.6277777777796,0.833333333333333,0.07222222222222219,0.8666666666666665,4.459087222222221,4.459087222222221,0.11666666666666659,-2,0.20722222222222264,0.5694444444444455,-0.19666666666666677,-0.3772222222222217,1.915,1.5950000000000006,0.2916666666666661,0.3194444444444464,-0.16499999999999915,0.33000000000000007,1
1222656528_3_1751026612,20250002,10003,10006,2025-06-27 20:00:00,-0.050000000000000044,668.7444444444482,0.5777777777777775,-0.34444444444444444,0.016666666666666607,7.070187777777775,7.070187777777775,-0.050000000000000044,-2,1.3066666666666666,0.64611111111111,-0.48055555555555607,0.17055555555555468,-0.004444444444444251,0.5233333333333343,0.4155555555555557,0.37944444444444336,0.05833333333333268,0.11388888888888893,0
1222656528_4_1751028522,20250002,10003,10006,2025-06-27 20:00:00,-0.050000000000000044,668.7444444444482,0.5777777777777775,-0.34444444444444444,0.016666666666666607,7.070187777777775,7.070187777777775,-0.050000000000000044,-2,1.3066666666666666,0.64611111111111,-0.48055555555555607,0.17055555555555468,-0.004444444444444251,0.5233333333333343,0.4155555555555557,0.37944444444444336,0.05833333333333268,0.11388888888888893,1
1222656528_5_1751030648,20250002,10003,10006,2025-06-27 20:00:00,-0.050000000000000044,668.7444444444482,0.5777777777777775,-0.34444444444444444,0.016666666666666607,7.070187777777775,7.070187777777775,-0.050000000000000044,-2,1.3066666666666666,0.64611111111111,-0.48055555555555607,0.17055555555555468,-0.004444444444444251,0.5233333333333343,0.4155555555555557,0.37944444444444336,0.05833333333333268,0.11388888888888893,1
1222656528_6_1751032344,20250002,10003,10006,2025-06-27 20:00:00,-0.050000000000000044,668.7444444444482,0.5777777777777775,-0.34444444444444444,0.016666666666666607,7.070187777777775,7.070187777777775,-0.050000000000000044,-2,1.3066666666666666,0.64611111111111,-0.48055555555555607,0.17055555555555468,-0.004444444444444251,0.5233333333333343,0.4155555555555557,0.37944444444444336,0.05833333333333268,0.11388888888888893,0
1222656528_7_1751034140,20250002,10003,10006,2025-06-27 20:00:00,-0.050000000000000044,668.7444444444482,0.5777777777777775,-0.34444444444444444,0.016666666666666607,7.070187777777775,7.070187777777775,-0.050000000000000044,-2,1.3066666666666666,0.64611111111111,-0.48055555555555607,0.17055555555555468,-0.004444444444444251,0.5233333333333343,0.4155555555555557,0.37944444444444336,0.05833333333333268,0.11388888888888893,1
48251408_14_1751090512,20250002,10008,10009,2025-06-28 14:00:00,-0.047619047619047616,-3299.9047619047633,0.0,0.09523809523809523,0.1428571428571428,-0.7407190476190468,-0.7407190476190468,-0.047619047619047616,0,-0.446778711484594,-0.13361344537815079,1.285714285714286,0.10952380952381091,-0.8666666666666667,-0.7714285714285722,3.7047619047619045,6.923809523809524,-0.21458333333333268,-1.2226190476190473,0
48251408_15_1751092772,20250002,10008,10009,2025-06-28 14:00:00,-0.047619047619047616,-3299.9047619047633,0.0,0.09523809523809523,0.1428571428571428,-0.7407190476190468,-0.7407190476190468,-0.047619047619047616,0,-0.446778711484594,-0.13361344537815079,1.285714285714286,0.10952380952381091,-0.8666666666666667,-0.7714285714285722,3.7047619047619045,6.923809523809524,-1.2062499999999998,-0.6625000000000005,0
48251408_16_1751094950,20250002,10008,10009,2025-06-28 14:00:00,-0.047619047619047616,-3299.9047619047633,0.0,0.09523809523809523,0.1428571428571428,-0.7407190476190468,-0.7407190476190468,-0.047619047619047616,0,-0.446778711484594,-0.13361344537815079,1.285714285714286,0.10952380952381091,-0.8666666666666667,-0.7714285714285722,3.7047619047619045,6.923809523809524,-0.21458333333333268,-1.2226190476190473,1
48251408_17_1751096666,20250002,10008,10009,2025-06-28 14:00:00,-0.047619047619047616,-3299.9047619047633,0.0,0.09523809523809523,0.1428571428571428,-0.7407190476190468,-0.7407190476190468,-0.047619047619047616,0,-0.446778711484594,-0.13361344537815079,1.285714285714286,0.10952380952381091,-0.8666666666666667,-0.7714285714285722,3.7047619047619045,6.923809523809524,-0.21458333333333268,-1.2226190476190473,0
434127376_3_1751101144,20250002,10007,10028,2025-06-28 17:00:00,0.16842105263157892,-1019.5684210526306,0.8070175438596494,0.007017543859649089,0.3298245614035087,1.9488354385964923,1.9488354385964923,0.16842105263157892,4,0.9985964912280707,-0.06561403508771857,-1.733333333333333,-1.7133333333333347,-0.8764912280701758,0.004561403508773765,-1.5666666666666669,-1.4733333333333327,0.8543859649122814,-0.35087719298245723,0
434127376_5_1751103500,20250002,10007,10028,2025-06-28 17:00:00,0.16842105263157892,-1019.5684210526306,0.8070175438596494,0.007017543859649089,0.3298245614035087,1.9488354385964923,1.9488354385964923,0.16842105263157892,4,0.9985964912280707,-0.06561403508771857,-1.733333333333333,-1.7133333333333347,-0.8764912280701758,0.004561403508773765,-1.5666666666666669,-1.4733333333333327,0.8543859649122814,-0.35087719298245723,0
434127376_6_1751104967,20250002,10007,10028,2025-06-28 17:00:00,0.16842105263157892,-1019.5684210526306,0.8070175438596494,0.007017543859649089,0.3298245614035087,1.9488354385964923,1.9488354385964923,0.16842105263157892,4,0.9985964912280707,-0.06561403508771857,-1.733333333333333,-1.7133333333333347,-0.8764912280701758,0.004561403508773765,0.6070175438596488,0.20561403508771914,0.8543859649122814,-0.35087719298245723,0
1038107152_2_1751112241,20250002,10001,10005,2025-06-28 20:00:00,0.1228070175438597,-2120.59899749374,0.6390977443609023,-0.015037593984962405,-0.2807017543859649,3.2353766917293223,3.2353766917293223,0.1228070175438597,-2,0.65889724310777,0.9085213032581452,1.6187969924812027,1.0355889724310776,0.21152882205513812,0.1661654135338333,1.12,0.9009523809523801,0.8954887218045116,1.5245614035087716,1
1038107152_3_1751114350,20250002,10001,10005,2025-06-28 20:00:00,0.1228070175438597,-2120.59899749374,0.6390977443609023,-0.015037593984962405,-0.2807017543859649,3.2353766917293223,3.2353766917293223,0.1228070175438597,-2,0.65889724310777,0.9085213032581452,1.6187969924812027,1.0355889724310776,0.21152882205513812,0.1661654135338333,1.12,0.9009523809523801,0.8954887218045116,1.5245614035087716,0
1038107152_4_1751116538,20250002,10001,10005,2025-06-28 20:00:00,0.1228070175438597,-2120.59899749374,0.6390977443609023,-0.015037593984962405,-0.2807017543859649,3.2353766917293223,3.2353766917293223,0.1228070175438597,-2,0.65889724310777,0.9085213032581452,1.6187969924812027,1.0355889724310776,0.21152882205513812,0.1661654135338333,1.12,0.9009523809523801,0.8954887218045116,1.5245614035087716,1
1038107152_5_1751118939,20250002,10001,10005,2025-06-28 20:00:00,0.1228070175438597,-2120.59899749374,0.6390977443609023,-0.015037593984962405,-0.2807017543859649,3.2353766917293223,3.2353766917293223,0.1228070175438597,-2,0.65889724310777,0.9085213032581452,1.6187969924812027,1.0355889724310776,0.21152882205513812,0.1661654135338333,1.12,0.9009523809523801,0.8954887218045116,1.5245614035087716,0
1038107152_6_1751121001,20250002,10001,10005,2025-06-28 20:00:00,0.1228070175438597,-2120.59899749374,0.6390977443609023,-0.015037593984962405,-0.2807017543859649,3.2353766917293223,3.2353766917293223,0.1228070175438597,-2,0.65889724310777,0.9085213032581452,1.6187969924812027,1.0355889724310776,0.21152882205513812,0.1661654135338333,1.12,0.9009523809523801,0.8954887218045116,1.5245614035087716,0
836780560_2_1751176827,20250002,10031,10903,2025-06-29 14:00:00,0.08823529411764708,1416.5614973262054,-0.018716577540106805,0.3663101604278075,-0.18983957219251346,1.333109625668449,1.333109625668449,0.08823529411764708,5,-0.6208556149732618,-0.09732620320855467,-0.40374331550802145,-0.19331550802138953,-0.3767379679144378,-0.5203208556149717,-0.4157754010695185,-0.3863636363636358,-1.1628342245989307,-0.886631016042779,1
836780560_3_1751178699,20250002,10031,10903,2025-06-29 14:00:00,0.08823529411764708,1416.5614973262054,-0.018716577540106805,0.3663101604278075,-0.18983957219251346,1.333109625668449,1.333109625668449,0.08823529411764708,5,-0.6208556149732618,-0.09732620320855467,-0.40374331550802145,-0.19331550802138953,-0.3767379679144378,-0.5203208556149717,-0.4157754010695185,-0.3863636363636358,-1.1628342245989307,-0.886631016042779,1
836780560_4_1751180370,20250002,10031,10903,2025-06-29 14:00:00,0.08823529411764708,1416.5614973262054,-0.018716577540106805,0.3663101604278075,-0.18983957219251346,1.333109625668449,1.333109625668449,0.08823529411764708,5,-0.6208556149732618,-0.09732620320855467,-0.40374331550802145,-0.19331550802138953,-0.3767379679144378,-0.5203208556149717,-0.4157754010695185,-0.3863636363636358,-1.1628342245989307,-0.886631016042779,1
1272988176_10_1751187774,20250002,10020,10002,2025-06-29 17:00:00,0.05513784461152882,6601.097744360901,0.9874686716791974,0.22556390977443608,0.6892230576441103,-0.14271303258145362,-0.14271303258145362,0.05513784461152882,2,1.649624060150376,1.045614035087719,1.083333333333333,-0.333928571428574,1.1057644110275686,1.2080200501253104,1.103896103896104,0.31428571428571317,0.9482142857142861,0.6577380952380958,0
1272988176_11_1751189965,20250002,10020,10002,2025-06-29 17:00:00,0.05513784461152882,6601.097744360901,0.9874686716791974,0.22556390977443608,0.6892230576441103,-0.14271303258145362,-0.14271303258145362,0.05513784461152882,2,1.649624060150376,1.045614035087719,1.083333333333333,-0.333928571428574,1.1057644110275686,1.2080200501253104,1.103896103896104,0.31428571428571317,0.9482142857142861,0.6577380952380958,0
1272988176_12_1751191799,20250002,10020,10002,2025-06-29 17:00:00,0.05513784461152882,6601.097744360901,0.9874686716791974,0.22556390977443608,0.6892230576441103,-0.14271303258145362,-0.14271303258145362,0.05513784461152882,2,1.649624060150376,1.045614035087719,1.083333333333333,-0.333928571428574,1.1057644110275686,1.2080200501253104,1.103896103896104,0.31428571428571317,0.9482142857142861,0.6577380952380958,0
501236240_2_1751198553,20250002,10027,10016,2025-06-29 20:00:00,0.03947368421052633,-2800.981578947365,-1.068421052631579,-0.2710526315789473,0.8394736842105261,-3.122846315789472,-3.122846315789472,0.03947368421052633,-1,-1.2407894736842113,-0.7994736842105263,-0.24605263157894797,0.024736842105262724,-0.8644736842105258,0.8226315789473695,-0.12921052631578966,0.3960526315789483,-1.3017647058823538,-0.5605882352941194,1
501236240_3_1751200507,20250002,10027,10016,2025-06-29 20:00:00,0.03947368421052633,-2800.981578947365,-1.068421052631579,-0.2710526315789473,0.8394736842105261,-3.122846315789472,-3.122846315789472,0.03947368421052633,-1,-1.2407894736842113,-0.7994736842105263,-0.24605263157894797,0.024736842105262724,-0.8644736842105258,0.8226315789473695,-0.12921052631578966,0.3960526315789483,-1.3017647058823538,-0.5605882352941194,1
501236240_4_1751202150,20250002,10027,10016,2025-06-29 20:00:00,0.03947368421052633,-2800.981578947365,-1.068421052631579,-0.2710526315789473,0.8394736842105261,-3.122846315789472,-3.122846315789472,0.03947368421052633,-1,-1.2407894736842113,-0.7994736842105263,-0.24605263157894797,0.024736842105262724,-0.8644736842105258,0.8226315789473695,-0.12921052631578966,0.3960526315789483,-1.3017647058823538,-0.5605882352941194,1
1222656528_10_1751446880,20250002,10003,10903,2025-07-02 17:00:00,0.17173913043478262,2463.919565217395,0.7347826086956522,-0.07826086956521738,0.04347826086956541,6.668128260869563,6.668128260869563,0.17173913043478262,3,1.3132608695652173,0.5456521739130427,1.7393478260869566,1.1243478260869555,1.1654347826086955,1.1326086956521753,0.8558695652173918,0.5756521739130447,0.4876086956521739,0.549130434782608,0
1222656528_11_1751448802,20250002,10003,10903,2025-07-02 17:00:00,0.17173913043478262,2463.919565217395,0.7347826086956522,-0.07826086956521738,0.04347826086956541,6.668128260869563,6.668128260869563,0.17173913043478262,3,1.3132608695652173,0.5456521739130427,1.7393478260869566,1.1243478260869555,1.1654347826086955,1.1326086956521753,0.8558695652173918,0.5756521739130447,0.4876086956521739,0.549130434782608,1
1222656528_12_1751450575,20250002,10003,10903,2025-07-02 17:00:00,0.17173913043478262,2463.919565217395,0.7347826086956522,-0.07826086956521738,0.04347826086956541,6.668128260869563,6.668128260869563,0.17173913043478262,3,1.3132608695652173,0.5456521739130427,1.7393478260869566,1.1243478260869555,1.1654347826086955,1.1326086956521753,0.8558695652173918,0.5756521739130447,0.4876086956521739,0.549130434782608,0
1222656528_13_1751452311,20250002,10003,10903,2025-07-02 17:00:00,0.17173913043478262,2463.919565217395,0.7347826086956522,-0.07826086956521738,0.04347826086956541,6.668128260869563,6.668128260869563,0.17173913043478262,3,1.3132608695652173,0.5456521739130427,1.7393478260869566,1.1243478260869555,1.1654347826086955,1.1326086956521753,0.8558695652173918,0.5756521739130447,0.4876086956521739,0.549130434782608,1
1222656528_14_1751454084,20250002,10003,10903,2025-07-02 17:00:00,0.17173913043478262,2463.919565217395,0.7347826086956522,-0.07826086956521738,0.04347826086956541,6.668128260869563,6.668128260869563,0.17173913043478262,3,1.3132608695652173,0.5456521739130427,1.7393478260869566,1.1243478260869555,1.1654347826086955,1.1326086956521753,0.8558695652173918,0.5756521739130447,0.4876086956521739,0.549130434782608,0
48251408_20_1751457709,20250002,10017,10016,2025-07-02 20:00:00,0.029644268774703497,-5434.776679841903,-0.5316205533596836,-0.007905138339920903,0.4486166007905139,-1.5227893280632383,-1.5227893280632383,0.029644268774703497,-1,-1.2047430830039527,-0.7632411067193656,-1.9695652173913047,-1.0865612648221346,0.10098814229249076,0.8017786561264826,0.3810276679841893,0.16007905138340028,-2.64901185770751,-1.530039525691702,1
48251408_21_1751459991,20250002,10017,10016,2025-07-02 20:00:00,0.029644268774703497,-5434.776679841903,-0.5316205533596836,-0.007905138339920903,0.4486166007905139,-1.5227893280632383,-1.5227893280632383,0.029644268774703497,-1,-1.2047430830039527,-0.7632411067193656,-1.9695652173913047,-1.0865612648221346,0.10098814229249076,0.8017786561264826,0.3810276679841893,0.16007905138340028,-2.64901185770751,-1.530039525691702,1
48251408_22_1751461851,20250002,10017,10016,2025-07-02 20:00:00,0.029644268774703497,-5434.776679841903,-0.5316205533596836,-0.007905138339920903,0.4486166007905139,-1.5227893280632383,-1.5227893280632383,0.029644268774703497,-1,-1.2047430830039527,-0.7632411067193656,-1.9695652173913047,-1.0865612648221346,0.10098814229249076,0.8017786561264826,0.3810276679841893,0.16007905138340028,-2.64901185770751,-1.530039525691702,1
48251408_26_1751533263,20250002,10009,10010,2025-07-03 17:00:00,0.26260869565217393,7515.1408695652135,0.7634782608695656,0.25217391304347825,0.22260869565217378,3.1779476521739123,3.1779476521739123,0.26260869565217393,2,2.092173913043478,1.0212173913043472,0.37623529411764656,0.37788235294117545,2.116695652173912,1.972347826086958,-1.78695652173913,-1.7869565217391292,1.4919999999999995,1.6645217391304357,1
48251408_27_1751535506,20250002,10009,10010,2025-07-03 17:00:00,0.26260869565217393,7515.1408695652135,0.7634782608695656,0.25217391304347825,0.22260869565217378,3.1779476521739123,3.1779476521739123,0.26260869565217393,2,2.092173913043478,1.0212173913043472,0.37623529411764656,0.37788235294117545,2.116695652173912,1.972347826086958,-1.78695652173913,-1.7869565217391292,1.4919999999999995,1.6645217391304357,1
48251408_28_1751537358,20250002,10009,10010,2025-07-03 17:00:00,0.26260869565217393,7515.1408695652135,0.7634782608695656,0.25217391304347825,0.22260869565217378,3.1779476521739123,3.1779476521739123,0.26260869565217393,2,2.092173913043478,1.0212173913043472,0.37623529411764656,0.37788235294117545,2.116695652173912,1.972347826086958,-1.78695652173913,-1.7869565217391292,2.7583333333333333,0.9898550724637687,1
48251408_29_1751543929,20250002,10028,10018,2025-07-03 20:00:00,-0.014492753623188415,-849.6521739130403,-0.21980676328502424,0.15217391304347827,-0.6594202898550723,1.593418599033816,1.593418599033816,-0.014492753623188415,-5,0.338888888888889,0.12777777777777732,-0.2842995169082121,0.13526570048309328,1.5487922705314014,-0.2200483091787433,-0.33599033816425106,0.3376811594202902,1.9195652173913045,0.8289855072463768,0
48251408_30_1751545918,20250002,10028,10018,2025-07-03 20:00:00,-0.014492753623188415,-849.6521739130403,-0.21980676328502424,0.15217391304347827,-0.6594202898550723,1.593418599033816,1.593418599033816,-0.014492753623188415,-5,0.338888888888889,0.12777777777777732,-0.2842995169082121,0.13526570048309328,1.5487922705314014,-0.2200483091787433,-0.33599033816425106,0.3376811594202902,1.9195652173913045,0.8289855072463768,1
48251408_31_1751547900,20250002,10028,10018,2025-07-03 20:00:00,-0.014492753623188415,-849.6521739130403,-0.21980676328502424,0.15217391304347827,-0.6594202898550723,1.593418599033816,1.593418599033816,-0.014492753623188415,-5,0.338888888888889,0.12777777777777732,-0.2842995169082121,0.13526570048309328,1.5487922705314014,-0.2200483091787433,-0.33599033816425106,0.3376811594202902,1.9195652173913045,0.8289855072463768,1
48251408_32_1751549526,20250002,10028,10018,2025-07-03 20:00:00,-0.014492753623188415,-849.6521739130403,-0.21980676328502424,0.15217391304347827,-0.6594202898550723,1.593418599033816,1.593418599033816,-0.014492753623188415,-5,0.338888888888889,0.12777777777777732,-0.2842995169082121,0.13526570048309328,1.5487922705314014,-0.2200483091787433,-0.33599033816425106,0.3376811594202902,1.9195652173913045,0.8289855072463768,0
48251408_33_1751551289,20250002,10028,10018,2025-07-03 20:00:00,-0.014492753623188415,-849.6521739130403,-0.21980676328502424,0.15217391304347827,-0.6594202898550723,1.593418599033816,1.593418599033816,-0.014492753623188415,-5,0.338888888888889,0.12777777777777732,-0.2842995169082121,0.13526570048309328,1.5487922705314014,-0.2200483091787433,-0.33599033816425106,0.3376811594202902,1.9195652173913045,0.8289855072463768,0
1272988176_14_1751608986,20250002,10020,10903,2025-07-04 14:00:00,0.016666666666666663,4194.101666666662,0.4066666666666672,0.10999999999999999,-0.08666666666666667,-1.4196180000000007,-1.4196180000000007,0.016666666666666663,-1,-0.2603333333333331,0.32949999999999946,0.4305000000000003,0.16566666666666752,-0.19700000000000006,0.2686666666666655,0.035166666666666124,-0.055166666666667474,-0.7168333333333337,-0.7920000000000007,0
1272988176_15_1751611209,20250002,10020,10903,2025-07-04 14:00:00,0.016666666666666663,4194.101666666662,0.4066666666666672,0.10999999999999999,-0.08666666666666667,-1.4196180000000007,-1.4196180000000007,0.016666666666666663,-1,-0.2603333333333331,0.32949999999999946,0.4305000000000003,0.16566666666666752,-0.19700000000000006,0.2686666666666655,0.035166666666666124,-0.055166666666667474,-0.7168333333333337,-0.7920000000000007,1
1272988176_16_1751613217,20250002,10020,10903,2025-07-04 14:00:00,0.016666666666666663,4194.101666666662,0.4066666666666672,0.10999999999999999,-0.08666666666666667,-1.4196180000000007,-1.4196180000000007,0.016666666666666663,-1,-0.2603333333333331,0.32949999999999946,0.4305000000000003,0.16566666666666752,-0.19700000000000006,0.2686666666666655,0.035166666666666124,-0.055166666666667474,-0.7168333333333337,-0.7920000000000007,0
1272988176_17_1751615414,20250002,10020,10903,2025-07-04 14:00:00,0.016666666666666663,4194.101666666662,0.4066666666666672,0.10999999999999999,-0.08666666666666667,-1.4196180000000007,-1.4196180000000007,0.016666666666666663,-1,-0.2603333333333331,0.32949999999999946,0.4305000000000003,0.16566666666666752,-0.19700000000000006,0.2686666666666655,0.035166666666666124,-0.055166666666667474,-0.7168333333333337,-0.7920000000000007,1
1272988176_18_1751617484,20250002,10020,10903,2025-07-04 14:00:00,0.016666666666666663,4194.101666666662,0.4066666666666672,0.10999999999999999,-0.08666666666666667,-1.4196180000000007,-1.4196180000000007,0.016666666666666663,-1,-0.2603333333333331,0.32949999999999946,0.4305000000000003,0.16566666666666752,-0.19700000000000006,0.2686666666666655,0.035166666666666124,-0.055166666666667474,-0.7168333333333337,-0.7920000000000007,1
836780560_8_1751620524,20250002,10031,10002,2025-07-04 17:00:00,0.06000000000000005,3963.514545454542,0.10909090909090935,0.24363636363636365,0.7163636363636365,3.0071090909090916,3.0071090909090916,0.06000000000000005,3,1.088909090909091,0.774909090909091,0.0898947368421048,-0.4056842105263154,0.7329090909090903,0.17600000000000016,0.5925714285714285,-0.17914285714285771,0.34800000000000075,0.2905263157894753,0
836780560_9_1751623005,20250002,10031,10002,2025-07-04 17:00:00,0.06000000000000005,3963.514545454542,0.10909090909090935,0.24363636363636365,0.7163636363636365,3.0071090909090916,3.0071090909090916,0.06000000000000005,3,1.088909090909091,0.774909090909091,0.0898947368421048,-0.4056842105263154,0.7329090909090903,0.17600000000000016,0.5925714285714285,-0.17914285714285771,0.34800000000000075,0.2905263157894753,1
