battle_id,league_id,team_a_id,team_b_id,start_time,winrate_diff,gold_diff,tower_diff,big_dragon_diff,tyrant_diff,kda_diff_30d,kda_diff_all,winrate_diff_all,games_diff,top_kda_diff,top_mvp_diff,jungle_kda_diff,jungle_mvp_diff,mid_kda_diff,mid_mvp_diff,adc_kda_diff,adc_mvp_diff,support_kda_diff,support_mvp_diff,label
48251408_35_1749189734,20250002,10010,10005,2025-06-06 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48251408_36_1749192161,20250002,10010,10005,2025-06-06 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48251408_37_1749193957,20250002,10010,10005,2025-06-06 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
48251408_38_1749196048,20250002,10010,10005,2025-06-06 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48251408_39_1749201879,20250002,10903,10006,2025-06-06 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48251408_40_1749204015,20250002,10903,10006,2025-06-06 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48251408_41_1749206219,20250002,10903,10006,2025-06-06 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
48251408_42_1749207997,20250002,10903,10006,2025-06-06 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48251408_43_1749213353,20250002,10020,10017,2025-06-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48251408_44_1749215511,20250002,10020,10017,2025-06-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48251408_45_1749218000,20250002,10020,10017,2025-06-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48251408_47_1749276053,20250002,10016,10007,2025-06-07 14:00:00,0.25,49259.25,5.25,1.0,2.5,10.888275,10.888275,0.25,4,3.675,2.424999999999999,4.0,2.575,3.5,1.7999999999999998,2.625,1.3499999999999996,5.125,3.9000000000000004,1
48251408_48_1749278116,20250002,10016,10007,2025-06-07 14:00:00,0.25,49259.25,5.25,1.0,2.5,10.888275,10.888275,0.25,4,3.675,2.424999999999999,4.0,2.575,3.5,1.7999999999999998,2.625,1.3499999999999996,5.125,3.9000000000000004,0
48251408_49_1749280494,20250002,10016,10007,2025-06-07 14:00:00,0.25,49259.25,5.25,1.0,2.5,10.888275,10.888275,0.25,4,3.675,2.424999999999999,4.0,2.575,3.5,1.7999999999999998,2.625,1.3499999999999996,5.125,3.9000000000000004,1
48251408_50_1749282285,20250002,10016,10007,2025-06-07 14:00:00,0.25,49259.25,5.25,1.0,2.5,10.888275,10.888275,0.25,4,3.675,2.424999999999999,4.0,2.575,3.5,1.7999999999999998,2.625,1.3499999999999996,5.125,3.9000000000000004,0
48251408_51_1749284154,20250002,10016,10007,2025-06-07 14:00:00,0.25,49259.25,5.25,1.0,2.5,10.888275,10.888275,0.25,4,3.675,2.424999999999999,4.0,2.575,3.5,1.7999999999999998,2.625,1.3499999999999996,5.125,3.9000000000000004,1
836780560_11_1749287587,20250002,10031,10003,2025-06-07 17:00:00,-0.25,42288.75,2.0,0.25,1.0,4.666650000000001,4.666650000000001,-0.25,4,2.175,1.0,1.4500000000000002,0.9749999999999996,2.25,0.9500000000000002,1.625,1.1000000000000005,1.8250000000000002,0.15000000000000036,1
836780560_12_1749289454,20250002,10031,10003,2025-06-07 17:00:00,-0.25,42288.75,2.0,0.25,1.0,4.666650000000001,4.666650000000001,-0.25,4,2.175,1.0,1.4500000000000002,0.9749999999999996,2.25,0.9500000000000002,1.625,1.1000000000000005,1.8250000000000002,0.15000000000000036,0
836780560_13_1749291438,20250002,10031,10003,2025-06-07 17:00:00,-0.25,42288.75,2.0,0.25,1.0,4.666650000000001,4.666650000000001,-0.25,4,2.175,1.0,1.4500000000000002,0.9749999999999996,2.25,0.9500000000000002,1.625,1.1000000000000005,1.8250000000000002,0.15000000000000036,1
836780560_14_1749294037,20250002,10031,10003,2025-06-07 17:00:00,-0.25,42288.75,2.0,0.25,1.0,4.666650000000001,4.666650000000001,-0.25,4,2.175,1.0,1.4500000000000002,0.9749999999999996,2.25,0.9500000000000002,1.625,1.1000000000000005,1.8250000000000002,0.15000000000000036,1
501236240_13_1749297782,20250002,10027,10009,2025-06-07 20:00:00,0.09999999999999998,50646.8,4.4,0.6,2.4,9.3325,9.3325,0.09999999999999998,5,2.96,2.8,3.96,3.040000000000001,5.7,4.300000000000001,5.5200000000000005,8.860000000000001,5.9,3.540000000000001,1
501236240_14_1749301577,20250002,10027,10009,2025-06-07 20:00:00,0.09999999999999998,50646.8,4.4,0.6,2.4,9.3325,9.3325,0.09999999999999998,5,2.96,2.8,3.96,3.040000000000001,5.7,4.300000000000001,5.5200000000000005,8.860000000000001,5.9,3.540000000000001,0
501236240_15_1749303528,20250002,10027,10009,2025-06-07 20:00:00,0.09999999999999998,50646.8,4.4,0.6,2.4,9.3325,9.3325,0.09999999999999998,5,2.96,2.8,3.96,3.040000000000001,5.7,4.300000000000001,5.5200000000000005,8.860000000000001,5.9,3.540000000000001,1
501236240_16_1749305908,20250002,10027,10009,2025-06-07 20:00:00,0.09999999999999998,50646.8,4.4,0.6,2.4,9.3325,9.3325,0.09999999999999998,5,2.96,2.8,3.96,3.040000000000001,5.7,4.300000000000001,5.5200000000000005,8.860000000000001,5.9,3.540000000000001,1
48251408_53_1749362419,20250002,10028,10006,2025-06-08 14:00:00,-0.25,-50735.5,-4.5,-1.0,-2.75,-9.486125,-9.486125,-0.25,-4,-5.75,-1.3750000000000009,-6.375,-3.625,-5.925,-2.425,-6.125,-2.8999999999999995,-7.5,-4.225,0
48251408_54_1749364479,20250002,10028,10006,2025-06-08 14:00:00,-0.25,-50735.5,-4.5,-1.0,-2.75,-9.486125,-9.486125,-0.25,-4,-5.75,-1.3750000000000009,-6.375,-3.625,-5.925,-2.425,-6.125,-2.8999999999999995,-7.5,-4.225,0
48251408_55_1749366496,20250002,10028,10006,2025-06-08 14:00:00,-0.25,-50735.5,-4.5,-1.0,-2.75,-9.486125,-9.486125,-0.25,-4,-5.75,-1.3750000000000009,-6.375,-3.625,-5.925,-2.425,-6.125,-2.8999999999999995,-7.5,-4.225,0
